RADAR,3.2404
LASER,0.870065
RADAR,10.0555
LASER,0.776506
RADAR,3.24914
LASER,1.36391
RADAR,5.71516
LASER,1.87822
RADAR,2.10438
LASER,0.644579
RADAR,1.2667
LASER,0.715589
RADAR,0.378023
LASER,1.71539
RADAR,2.46362
LASER,0.167062
RADAR,1.75743
LASER,1.94258
RADAR,2.56854
LASER,0.138221
RADAR,0.972
LASER,1.93107
RADAR,1.09441
LASER,0.700902
RADAR,4.15962
LASER,0.611755
RADAR,5.53301
LASER,3.36835
RADAR,1.02264
LASER,1.67461
RADAR,2.40968
LASER,1.00688
RADAR,1.47267
LASER,2.29366
RADAR,4.40567
LASER,2.79695
RADAR,0.0812993
LASER,0.135293
RADAR,3.46242
LASER,3.51776
RADAR,0.229333
LASER,0.704186
RADAR,0.511012
LASER,0.346198
RADAR,2.86733
LASER,0.822517
RADAR,1.90243
LASER,1.39956
RADAR,1.74748
LASER,1.94912
RADAR,4.67308
LASER,0.715964
RADAR,1.49257
LASER,1.12461
RADAR,1.3397
LASER,2.00126
RADAR,7.26383
LASER,2.63684
RADAR,3.3883
LASER,1.19013
RADAR,2.3813
LASER,6.15921
RADAR,3.16504
LASER,0.0628752
RADAR,2.07927
LASER,0.514504
RADAR,4.99223
LASER,2.2447
RADAR,1.0727
LASER,1.8133
RADAR,1.98387
LASER,0.811536
RADAR,1.00329
LASER,2.4448
RADAR,2.56663
LASER,0.444667
RADAR,1.70918
LASER,0.890077
RADAR,3.0434
LASER,3.7387
RADAR,1.00711
LASER,1.36693
RADAR,1.10732
LASER,3.46609
RADAR,3.45674
LASER,0.344232
RADAR,3.80805
LASER,0.531475
RADAR,2.83851
LASER,4.33964
RADAR,2.97565
LASER,2.51889
RADAR,1.18475
LASER,0.970789
RADAR,1.34829
LASER,2.03424
RADAR,0.549091
LASER,0.807911
RADAR,2.57338
LASER,4.02528
RADAR,1.88011
LASER,0.172154
RADAR,2.91165
LASER,0.747762
RADAR,5.50024
LASER,0.767039
RADAR,5.90647
LASER,0.38192
RADAR,1.57621
LASER,2.4475
RADAR,4.04976
LASER,0.304744
RADAR,3.50324
LASER,1.69833
RADAR,2.38857
LASER,0.630666
RADAR,0.180745
LASER,2.22806
RADAR,2.34041
LASER,2.64475
RADAR,1.14326
LASER,0.655839
RADAR,4.25013
LASER,0.00532939
RADAR,0.853766
LASER,1.26912
RADAR,0.158267
LASER,0.646874
RADAR,4.16178
LASER,1.52853
RADAR,0.620561
LASER,4.91349
RADAR,1.12604
LASER,3.91075
RADAR,5.19215
LASER,1.50591
RADAR,87.0345
LASER,1.62193
RADAR,4.18453
LASER,3.01163
RADAR,5.55257
LASER,1.23518
RADAR,2.63698
LASER,1.22212
RADAR,4.23365
LASER,0.395778
RADAR,3.21034
LASER,0.575707
RADAR,1.21643
LASER,2.2857
RADAR,0.253469
LASER,1.43632
RADAR,4.4194
LASER,5.00774
RADAR,0.485985
LASER,0.493816
RADAR,0.383792
LASER,1.20899
RADAR,2.49799
LASER,0.274736
RADAR,3.91658
LASER,1.749
RADAR,0.323741
LASER,0.134139
RADAR,6.14035
LASER,4.75662
RADAR,0.927588
LASER,0.532324
RADAR,7.06367
LASER,0.670549
RADAR,1.03176
LASER,3.65632
RADAR,1.91406
LASER,3.60939
RADAR,1.25759
LASER,3.09232
RADAR,1.80895
LASER,3.06536
RADAR,1.80056
LASER,0.761127
RADAR,2.74073
LASER,1.85047
RADAR,1.72519
LASER,4.28335
RADAR,2.81313
LASER,1.94992
RADAR,3.80984
LASER,0.860475
RADAR,2.92748
LASER,0.622764
RADAR,0.272143
LASER,2.13693
RADAR,4.52006
LASER,5.31738
RADAR,2.08842
LASER,2.12405
RADAR,2.30864
LASER,0.540221
RADAR,5.17209
LASER,1.53012
RADAR,7.83216
LASER,0.499369
RADAR,1.69876
LASER,0.208288
RADAR,0.726034
LASER,2.24261
RADAR,1.69954
LASER,0.268973
RADAR,3.95299
LASER,3.03646
RADAR,1.15845
LASER,1.39189
RADAR,4.98341
LASER,14.5663
RADAR,1.56454
LASER,0.70838
RADAR,2.45568
LASER,1.29444
RADAR,1.92137
LASER,1.76913
RADAR,6.59264
LASER,0.189382
RADAR,1.96098
LASER,1.22331
RADAR,0.926838
LASER,5.99929
RADAR,3.69592
LASER,2.26353
RADAR,1.62748
LASER,0.663299
RADAR,0.89457
LASER,2.03724
RADAR,2.0034
LASER,3.32864
RADAR,3.5159
LASER,5.30604
RADAR,0.318836
LASER,2.69606
RADAR,1.86458
LASER,0.322514
RADAR,1.30549
LASER,0.628797
RADAR,6.42517
LASER,0.551353
RADAR,0.253505
LASER,0.538908
RADAR,11.0128
LASER,2.02387
RADAR,3.58033
LASER,4.42611
RADAR,0.585443
LASER,1.44961
RADAR,1.37708
LASER,5.75994
RADAR,0.959425
LASER,1.20205
RADAR,1.99324
LASER,1.13913
RADAR,1.69348
LASER,0.0405281
RADAR,5.13843
LASER,0.539105
RADAR,2.26122
LASER,2.63724
RADAR,2.75527
LASER,1.67514
RADAR,1.78637
LASER,3.01256
RADAR,7.23266
LASER,0.0693481
RADAR,8.44513
LASER,0.368433
RADAR,0.205563
LASER,0.821218
RADAR,0.886408
LASER,0.114625
RADAR,2.78338
LASER,1.5239
RADAR,2.15263
LASER,0.228395
RADAR,1.12541
LASER,3.83663
RADAR,0.60318
LASER,1.99732
RADAR,8.9318
LASER,0.445401
RADAR,2.2996
LASER,0.90887
RADAR,0.948538
LASER,1.22807
RADAR,3.24349
LASER,0.0595005
RADAR,4.67709
LASER,0.0979416
RADAR,1.87531
LASER,4.28088
RADAR,5.56772
LASER,1.01474
RADAR,1.48149
LASER,0.306079
RADAR,2.50973
LASER,2.13296
RADAR,5.84671
LASER,0.0895117
RADAR,1.69682
LASER,4.39786
RADAR,6.54165
LASER,3.19284
RADAR,4.30041
LASER,1.36751
RADAR,2.03334
LASER,0.604467
RADAR,1.61608
LASER,0.544532
RADAR,4.41474
LASER,5.93594
RADAR,1.67307
LASER,0.770446
RADAR,5.69356
LASER,3.43111
RADAR,2.9036
LASER,1.20715
RADAR,0.459726
LASER,1.47575
RADAR,0.056372
LASER,1.33857
RADAR,0.530468
LASER,0.674756
RADAR,0.294365
LASER,1.73754
RADAR,7.82753
LASER,0.252557
RADAR,6.50281
LASER,2.13613
RADAR,0.569588
LASER,7.93508
RADAR,2.27951
LASER,0.513281
RADAR,0.20071
LASER,4.09119
RADAR,1.48723
LASER,1.84954
RADAR,0.713809
LASER,2.1488
RADAR,2.64656
LASER,0.835152
RADAR,9.52945
LASER,2.71355
RADAR,0.174955
LASER,1.01812
RADAR,6.66726
LASER,2.0907
RADAR,3.99553
LASER,0.715115
RADAR,2.65496
LASER,1.0492
RADAR,6.39654
LASER,5.33939
RADAR,1.54236
LASER,5.25649
RADAR,2.17694
LASER,0.561674
